Created,Occurrence,PoStcode,Sr_Num,Enq_Type
28-May-13,Noise Nuisance,LS11 7,2-606456230,LASBT Private
28-May-13,Noise Nuisance,LS16 7,2-606481942,LASBT ALMO
28-May-13,Noise Nuisance,LS13 2,2-606482076,LASBT ALMO
28-May-13,Noise Nuisance,LS4 2,2-606486198,LASBT Private
28-May-13,Noise Nuisance,LS28 8,2-606486359,LASBT Private
28-May-13,Noise Nuisance,LS10 3,2-606505244,LASBT ALMO
28-May-13,Noise Nuisance,LS5 3,2-606513050,LASBT Private
28-May-13,Noise Nuisance,LS26 0,2-606549105,Tenancy Breach
28-May-13,Noise Nuisance,LS17 6,2-606553466,Tenancy Breach
28-May-13,Noise Nuisance,LS13 2,2-606555672,LASBT ALMO
28-May-13,Noise Nuisance,LS13 1,2-606584086,LASBT Private
28-May-13,Noise Nuisance,LS11 9,2-606603217,LASBT Private
28-May-13,Noise Nuisance,LS10 3,2-606613594,Tenancy Breach
29-May-13,Noise Nuisance,LS13 2,2-606688919,Tenancy Breach
29-May-13,Noise Nuisance,LS3 1,2-606647568,LASBT Private
29-May-13,Noise Nuisance,LS13 4,2-606689125,Tenancy Breach
29-May-13,Noise Nuisance,LS8 3,2-606682570,LASBT Private
29-May-13,Noise Nuisance,LS13 2,2-606696838,LASBT ALMO
29-May-13,Noise Nuisance,LS16 7,2-606668477,LASBT ALMO
29-May-13,Noise Nuisance,LS16 7,2-606668713,LASBT ALMO
29-May-13,Noise Nuisance,LS7 3,2-606689636,Tenancy Breach
29-May-13,Noise Nuisance,LS16 6,2-606708843,LASBT ALMO
29-May-13,Noise Nuisance,LS3 1,2-606699468,LASBT Private
29-May-13,Noise Nuisance,LS14 6,2-606707897,Tenancy Breach
29-May-13,Noise Nuisance,LS11 6,2-606774191,LASBT ALMO
29-May-13,Noise Nuisance,LS13 4,2-606789205,LASBT ALMO
29-May-13,Noise Nuisance,LS14 5,2-606894499,Tenancy Breach
29-May-13,Noise Nuisance,LS28 5,2-606902629,Tenancy Breach
29-May-13,Noise Nuisance,LS5 3,2-606922137,LASBT Private
29-May-13,Noise Nuisance,LS13 2,2-606912340,LASBT ALMO
29-May-13,Noise Nuisance,WF3 3,2-606905601,LASBT Private
29-May-13,Noise Nuisance,LS28 7,2-606939134,LASBT Private
29-May-13,Noise Nuisance,LS7 3,2-606943493,LASBT Private
29-May-13,Noise Nuisance,LS21 2,2-606941388,LASBT ALMO
29-May-13,Noise Nuisance,LS5 3,2-606946581,Tenancy Breach
30-May-13,Noise Nuisance,LS12 3,2-606997049,Tenancy Breach
30-May-13,Noise Nuisance,LS22 6,2-606983771,LASBT ALMO
30-May-13,Noise Nuisance,LS13 3,2-607001633,LASBT ALMO
30-May-13,Noise Nuisance,LS10 4,2-607037308,LASBT Private
30-May-13,Noise Nuisance,LS14 2,2-607037490,LASBT Private
30-May-13,Noise Nuisance,LS2 8,2-607067978,LASBT Private
30-May-13,Noise Nuisance,LS3 1,2-607068211,LASBT ALMO
30-May-13,Noise Nuisance,LS14 6,2-607096384,LASBT ALMO
30-May-13,Noise Nuisance,LS13 4,2-607103499,LASBT Private
30-May-13,Noise Nuisance,LS8 5,2-607117104,LASBT Private
30-May-13,Noise Nuisance,LS6 3,2-607105383,Tenancy Breach
30-May-13,Noise Nuisance,LS8 5,2-607174225,LASBT ALMO
30-May-13,Noise Nuisance,LS10 3,2-607181686,LASBT ALMO
30-May-13,Noise Nuisance,LS12 4,2-607236819,LASBT Private
30-May-13,Noise Nuisance,LS6 3,2-607250973,LASBT Private
30-May-13,Noise Nuisance,LS9 6,2-607250340,LASBT Private
30-May-13,Noise Nuisance,LS11 0,2-607251260,LASBT Private
30-May-13,Noise Nuisance,LS12 1,2-607264367,Tenancy Breach
31-May-13,Noise Nuisance,LS8 1,2-607322920,LASBT ALMO
31-May-13,Noise Nuisance,LS27 7,2-607286499,LASBT Private
31-May-13,Noise Nuisance,LS17 8,2-607354113,LASBT Private
31-May-13,Noise Nuisance,LS10 4,2-607349556,LASBT ALMO
31-May-13,Noise Nuisance,LS6 1,2-607332399,LASBT Private
31-May-13,Noise Nuisance,LS19 7,2-607348398,LASBT Private
31-May-13,Noise Nuisance,LS16 5,2-607381412,LASBT ALMO
31-May-13,Noise Nuisance,LS9 0,2-607348572,LASBT ALMO
31-May-13,Noise Nuisance,LS27 0,2-607430924,LASBT Private
31-May-13,Noise Nuisance,LS16 5,2-607433121,LASBT ALMO
31-May-13,Noise Nuisance,LS16 5,2-607426385,LASBT ALMO
31-May-13,Noise Nuisance,LS27 8,2-607453479,LASBT Private
31-May-13,Noise Nuisance,LS7 1,2-607455545,LASBT ALMO
31-May-13,Noise Nuisance,LS17 5,2-607475923,Tenancy Breach
31-May-13,Noise Nuisance,LS10 4,2-607468405,Tenancy Breach
31-May-13,Noise Nuisance,LS17 5,2-607485161,Tenancy Breach
31-May-13,Noise Nuisance,LS6 4,2-607511139,LASBT ALMO
31-May-13,Noise Nuisance,LS6 1,2-607500419,LASBT Private
31-May-13,Noise Nuisance,LS18 4,2-607500617,LASBT Private
31-May-13,Noise Nuisance,LS6 3,2-607527628,LASBT ALMO
31-May-13,Noise Nuisance,LS7 2,2-607578986,Tenancy Breach
31-May-13,Noise Nuisance,LS13 4,2-607541609,LASBT Private
03-Jun-13,Noise Nuisance,LS8 5,2-607588248,LASBT ALMO
03-Jun-13,Noise Nuisance,LS11 6,2-607635092,Tenancy Breach
03-Jun-13,Noise Nuisance,LS11 7,2-607635545,LASBT Private
03-Jun-13,Noise Nuisance,LS17 8,2-607652110,LASBT Private
03-Jun-13,Noise Nuisance,LS6 1,2-607657954,LASBT Private
03-Jun-13,Noise Nuisance,LS12 2,2-607595698,LASBT ALMO
03-Jun-13,Noise Nuisance,LS13 2,2-607644358,Tenancy Breach
03-Jun-13,Noise Nuisance,LS12 5,2-607668175,Tenancy Breach
03-Jun-13,Noise Nuisance,LS28 5,2-607677571,LASBT Private
03-Jun-13,Noise Nuisance,LS14 1,2-607692938,LASBT Private
03-Jun-13,Noise Nuisance,LS21 2,2-607703912,LASBT ALMO
03-Jun-13,Noise Nuisance,LS12 3,2-607702959,LASBT Private
03-Jun-13,Noise Nuisance,LS17 5,2-607698265,LASBT ALMO
03-Jun-13,Noise Nuisance,LS10 4,2-607665782,LASBT Private
03-Jun-13,Noise Nuisance,LS6 4,2-607687990,LASBT Private
03-Jun-13,Noise Nuisance,LS10 4,2-607694711,Tenancy Breach
03-Jun-13,Noise Nuisance,LS9 6,2-607689829,LASBT ALMO
03-Jun-13,Noise Nuisance,LS13 4,2-607588259,Tenancy Breach
03-Jun-13,Noise Nuisance,LS9 8,2-607699994,LASBT Private
03-Jun-13,Noise Nuisance,LS9 8,2-607700772,LASBT Private
03-Jun-13,Noise Nuisance,LS26 0,2-607729430,LASBT Private
03-Jun-13,Noise Nuisance,LS3 1,2-607794921,LASBT Private
03-Jun-13,Noise Nuisance,LS8 5,2-607794931,LASBT Private
03-Jun-13,Noise Nuisance,LS10 1,2-607820376,LASBT Private
03-Jun-13,Noise Nuisance,LS19 7,2-607778834,LASBT ALMO
03-Jun-13,Noise Nuisance,LS8 5,2-607837003,LASBT Private
03-Jun-13,Noise Nuisance,LS10 2,2-607831398,LASBT ALMO
03-Jun-13,Noise Nuisance,LS17 5,2-607858027,LASBT ALMO
03-Jun-13,Noise Nuisance,LS14 6,2-607852317,Tenancy Breach
03-Jun-13,Noise Nuisance,LS7 4,2-607860883,Tenancy Breach
03-Jun-13,Noise Nuisance,LS12 5,2-607831788,LASBT Private
03-Jun-13,Noise Nuisance,LS13 4,2-607881941,LASBT ALMO
03-Jun-13,Noise Nuisance,LS15 8,2-607883588,LASBT Private
03-Jun-13,Noise Nuisance,LS10 3,2-607891579,LASBT ALMO
03-Jun-13,Noise Nuisance,LS12 3,2-607920025,LASBT ALMO
03-Jun-13,Noise Nuisance,LS28 8,2-607929395,LASBT Private
03-Jun-13,Noise Nuisance,LS9 7,2-607939656,LASBT ALMO
03-Jun-13,Noise Nuisance,LS16 5,2-607979964,LASBT ALMO
03-Jun-13,Noise Nuisance,LS14 5,2-607986329,LASBT ALMO
03-Jun-13,Noise Nuisance,LS17 6,2-607989286,LASBT Private
03-Jun-13,Noise Nuisance,LS9 7,2-608003366,LASBT ALMO
04-Jun-13,Noise Nuisance,LS7 1,2-608055664,LASBT ALMO
04-Jun-13,Noise Nuisance,LS13 4,2-608055648,LASBT ALMO
04-Jun-13,Noise Nuisance,LS9 6,2-608039358,LASBT Private
04-Jun-13,Noise Nuisance,LS14 6,2-608047951,LASBT Private
04-Jun-13,Noise Nuisance,LS10 4,2-608071823,Tenancy Breach
04-Jun-13,Noise Nuisance,LS18 5,2-608097870,LASBT Private
04-Jun-13,Noise Nuisance,LS9 6,2-608126939,LASBT Private
04-Jun-13,Noise Nuisance,LS9 6,2-608162941,LASBT Private
04-Jun-13,Noise Nuisance,LS10 3,2-608057368,LASBT ALMO
04-Jun-13,Noise Nuisance,LS27 9,2-608206534,LASBT Private
04-Jun-13,Noise Nuisance,LS9 0,2-608232663,LASBT Private
04-Jun-13,Noise Nuisance,LS2 9,2-608207159,LASBT Private
04-Jun-13,Noise Nuisance,LS6 2,2-608163257,LASBT Private
04-Jun-13,Noise Nuisance,LS13 3,2-608248361,Tenancy Breach
04-Jun-13,Noise Nuisance,LS12 4,2-608303093,LASBT Private
04-Jun-13,Noise Nuisance,LS19 6,2-608293152,LASBT Private
04-Jun-13,Noise Nuisance,LS13 1,2-608322549,LASBT ALMO
04-Jun-13,Noise Nuisance,LS12 5,2-608323106,LASBT Private
04-Jun-13,Noise Nuisance,LS12 2,2-608362240,LASBT ALMO
04-Jun-13,Noise Nuisance,LS8 1,2-608368402,LASBT Private
04-Jun-13,Noise Nuisance,LS18 4,2-608425560,Tenancy Breach
04-Jun-13,Noise Nuisance,LS9 9,2-608422745,LASBT ALMO
04-Jun-13,Noise Nuisance,BD4 8,2-608427777,LASBT Private
05-Jun-13,Noise Nuisance,LS14 6,2-608445859,LASBT ALMO
05-Jun-13,Noise Nuisance,LS9 6,2-608467009,LASBT Private
05-Jun-13,Noise Nuisance,LS10 4,2-608513806,Tenancy Breach
05-Jun-13,Noise Nuisance,LS27 0,2-608503503,LASBT Private
05-Jun-13,Noise Nuisance,LS27 9,2-608622176,LASBT Private
05-Jun-13,Noise Nuisance,LS7 3,2-608623782,LASBT Private
05-Jun-13,Noise Nuisance,LS27 7,2-608623509,LASBT ALMO
05-Jun-13,Noise Nuisance,LS8 3,2-608720547,LASBT ALMO
05-Jun-13,Noise Nuisance,LS19 7,2-608751841,LASBT ALMO
05-Jun-13,Noise Nuisance,LS22 7,2-608769658,Tenancy Breach
06-Jun-13,Noise Nuisance,LS18 4,2-608818720,LASBT Private
06-Jun-13,Noise Nuisance,LS21 3,2-608838768,LASBT Private
06-Jun-13,Noise Nuisance,LS4 2,2-608841826,LASBT ALMO
06-Jun-13,Noise Nuisance,LS11 5,2-608872273,Tenancy Breach
06-Jun-13,Noise Nuisance,LS11 5,2-608922929,Tenancy Breach
06-Jun-13,Noise Nuisance,LS26 8,2-608935924,LASBT Private
06-Jun-13,Noise Nuisance,LS21 2,2-608964243,LASBT Private
06-Jun-13,Noise Nuisance,LS16 6,2-608932899,Tenancy Breach
06-Jun-13,Noise Nuisance,LS21 3,2-608964614,LASBT Private
06-Jun-13,Noise Nuisance,LS25 7,2-608988128,LASBT Private
06-Jun-13,Noise Nuisance,LS8 2,2-608999509,LASBT ALMO
06-Jun-13,Noise Nuisance,LS26 8,2-609035004,LASBT Private
06-Jun-13,Noise Nuisance,LS9 6,2-609036456,LASBT Private
06-Jun-13,Noise Nuisance,LS6 4,2-609051076,LASBT ALMO
06-Jun-13,Noise Nuisance,LS7 4,2-609063288,Tenancy Breach
06-Jun-13,Noise Nuisance,LS9 0,2-609084925,Tenancy Breach
06-Jun-13,Noise Nuisance,LS13 2,2-609073661,Tenancy Breach
06-Jun-13,Noise Nuisance,LS9 7,2-609117246,LASBT ALMO
06-Jun-13,Noise Nuisance,LS17 8,2-609125724,LASBT Private
07-Jun-13,Noise Nuisance,LS28 6,2-609142525,Tenancy Breach
07-Jun-13,Noise Nuisance,LS9 7,2-609301334,LASBT ALMO
07-Jun-13,Noise Nuisance,LS9 7,2-609296724,LASBT ALMO
07-Jun-13,Noise Nuisance,LS13 4,2-609312844,LASBT ALMO
07-Jun-13,Noise Nuisance,LS14 6,2-609340005,Tenancy Breach
07-Jun-13,Noise Nuisance,LS19 6,2-609349007,LASBT ALMO
07-Jun-13,Noise Nuisance,LS11 8,2-609373075,LASBT ALMO
07-Jun-13,Noise Nuisance,LS26 0,2-609400812,LASBT ALMO
07-Jun-13,Noise Nuisance,LS27 9,2-609415014,Tenancy Breach
07-Jun-13,Noise Nuisance,LS11 0,2-609481007,LASBT Private
07-Jun-13,Noise Nuisance, WF4 3,2-609257140,LASBT ALMO
10-Jun-13,Noise Nuisance,LS16 8,2-609528813,LASBT ALMO
10-Jun-13,Noise Nuisance,LS27 7,2-609544648,Tenancy Breach
10-Jun-13,Noise Nuisance,LS17 5,2-609572729,LASBT ALMO
10-Jun-13,Noise Nuisance,LS7 1,2-609595392,Tenancy Breach
10-Jun-13,Noise Nuisance,LS11 0,2-609593679,LASBT Private
10-Jun-13,Noise Nuisance,LS15 8,2-609595766,LASBT Private
10-Jun-13,Noise Nuisance,WF3 3,2-609596141,LASBT Private
10-Jun-13,Noise Nuisance,LS16 6,2-609580270,Tenancy Breach
10-Jun-13,Noise Nuisance,LS13 2,2-609612869,LASBT ALMO
10-Jun-13,Noise Nuisance,LS9 6,2-609635789,Tenancy Breach
10-Jun-13,Noise Nuisance,LS14 6,2-609626012,LASBT ALMO
10-Jun-13,Noise Nuisance,LS12 5,2-609623285,Tenancy Breach
10-Jun-13,Noise Nuisance,LS13 2,2-609638138,LASBT ALMO
10-Jun-13,Noise Nuisance,LS26 0,2-609686717,LASBT ALMO
10-Jun-13,Noise Nuisance,LS16 5,2-609644275,LASBT Private
10-Jun-13,Noise Nuisance,LS14 6,2-609692749,LASBT ALMO
10-Jun-13,Noise Nuisance,LS10 3,2-609760809,LASBT Private
10-Jun-13,Noise Nuisance,LS15 7,2-609767429,LASBT Private
10-Jun-13,Noise Nuisance,LS8 4,2-609757880,Tenancy Breach
10-Jun-13,Noise Nuisance,LS9 6,2-609802314,LASBT Private
10-Jun-13,Noise Nuisance,LS17 6,2-609792817,Tenancy Breach
10-Jun-13,Noise Nuisance,LS8 5,2-609827492,LASBT ALMO
10-Jun-13,Noise Nuisance,LS9 6,2-609802547,LASBT Private
10-Jun-13,Noise Nuisance,BD11 1,2-609902462,LASBT Private
10-Jun-13,Noise Nuisance,LS12 3,2-609901788,Tenancy Breach
10-Jun-13,Noise Nuisance,LS27 0,2-609894117,LASBT Private
11-Jun-13,Noise Nuisance,LS11 7,2-609969473,LASBT Private
11-Jun-13,Noise Nuisance,LS9 6,2-609994425,LASBT ALMO
11-Jun-13,Noise Nuisance,LS27 0,2-609991077,LASBT Private
11-Jun-13,Noise Nuisance,LS6 3,2-609999236,LASBT ALMO
11-Jun-13,Noise Nuisance,LS26 8,2-610041510,Tenancy Breach
11-Jun-13,Noise Nuisance,LS6 2,2-610146935,LASBT ALMO
11-Jun-13,Noise Nuisance,LS11 6,2-610136129,LASBT Private
11-Jun-13,Noise Nuisance,LS28 7,2-610173586,LASBT ALMO
11-Jun-13,Noise Nuisance,LS9 0,2-610200966,LASBT Private
11-Jun-13,Noise Nuisance,LS7 3,2-610227689,LASBT ALMO
11-Jun-13,Noise Nuisance,LS14 6,2-610213077,LASBT ALMO
11-Jun-13,Noise Nuisance,LS12 4,2-610233483,LASBT Private
12-Jun-13,Noise Nuisance,LS15 0,2-610328660,LASBT Private
12-Jun-13,Noise Nuisance,WF10 2,2-610378795,LASBT Private
12-Jun-13,Noise Nuisance,LS1 7,2-610420279,LASBT Private
12-Jun-13,Noise Nuisance,LS20 9,2-610484414,LASBT ALMO
13-Jun-13,Noise Nuisance,LS4 2,2-610661841,LASBT ALMO
13-Jun-13,Noise Nuisance,LS12 5,2-610705715,LASBT Private
13-Jun-13,Noise Nuisance,LS12 2,2-610697939,LASBT Private
13-Jun-13,Noise Nuisance,LS13 2,2-610747542,LASBT ALMO
13-Jun-13,Noise Nuisance,LS12 3,2-610776728,LASBT Private
13-Jun-13,Noise Nuisance,LS28 5,2-610765099,LASBT Private
13-Jun-13,Noise Nuisance,LS6 2,2-610874908,LASBT ALMO
14-Jun-13,Noise Nuisance,LS3 1,2-610907938,LASBT Private
14-Jun-13,Noise Nuisance,LS12 6,2-610908198,LASBT Private
14-Jun-13,Noise Nuisance,LS12 5,2-610952721,LASBT ALMO
14-Jun-13,Noise Nuisance,LS14 1,2-610993953,Tenancy Breach
14-Jun-13,Noise Nuisance,LS17 6,2-611004178,Tenancy Breach
14-Jun-13,Noise Nuisance,LS27 7,2-611061348,LASBT Private
14-Jun-13,Noise Nuisance,LS5 3,2-611099321,LASBT Private
14-Jun-13,Noise Nuisance,LS6 1,2-611136851,LASBT Private
14-Jun-13,Noise Nuisance,LS25 2,2-611153415,LASBT Private
14-Jun-13,Noise Nuisance,LS25 2,2-611170982,LASBT Private
17-Jun-13,Noise Nuisance,WF12 7,2-611221189,LASBT Private
17-Jun-13,Noise Nuisance,LS11 0,2-611254600,LASBT Private
17-Jun-13,Noise Nuisance,LS28 9,2-611279804,LASBT Private
17-Jun-13,Noise Nuisance,LS9 6,2-611303461,LASBT Private
17-Jun-13,Noise Nuisance,LS21 3,2-611292870,Tenancy Breach
17-Jun-13,Noise Nuisance,LS14 6,2-611297453,LASBT ALMO
17-Jun-13,Noise Nuisance,LS9 6,2-611210448,LASBT Private
17-Jun-13,Noise Nuisance,LS9 7,2-611320644,LASBT Private
17-Jun-13,Noise Nuisance,LS16 7,2-611358175,LASBT Private
17-Jun-13,Noise Nuisance,LS11 7,2-611399871,LASBT Private
17-Jun-13,Noise Nuisance,LS16 5,2-611396527,LASBT ALMO
17-Jun-13,Noise Nuisance,LS7 1,2-611405029,LASBT ALMO
17-Jun-13,Noise Nuisance,LS10 4,2-611423408,Tenancy Breach
17-Jun-13,Noise Nuisance,LS1 4,2-611424424,LASBT ALMO
17-Jun-13,Noise Nuisance,LS8 1,2-611437024,Tenancy Breach
17-Jun-13,Noise Nuisance,LS12 5,2-611425256,LASBT Private
17-Jun-13,Noise Nuisance,LS14 6,2-611424652,LASBT ALMO
17-Jun-13,Noise Nuisance,BD11 1,2-611494852,LASBT Private
17-Jun-13,Noise Nuisance,LS17 7,2-611518201,LASBT Private
17-Jun-13,Noise Nuisance,LS9 0,2-611554234,LASBT ALMO
17-Jun-13,Noise Nuisance,LS8 4,2-611559311,Tenancy Breach
17-Jun-13,Noise Nuisance,LS9 7,2-611586644,LASBT ALMO
18-Jun-13,Noise Nuisance,LS27 9,2-611587366,LASBT Private
18-Jun-13,Noise Nuisance,LS7 4,2-611629978,LASBT ALMO
18-Jun-13,Noise Nuisance,LS9 8,2-611676803,LASBT Private
18-Jun-13,Noise Nuisance,LS16 6,2-611684255,LASBT Private
18-Jun-13,Noise Nuisance,LS7 4,2-611667962,LASBT ALMO
18-Jun-13,Noise Nuisance,BD11 1,2-611687006,LASBT Private
18-Jun-13,Noise Nuisance,LS5 3,2-611685125,LASBT Private
18-Jun-13,Noise Nuisance,WF3 3,2-611730261,LASBT Private
18-Jun-13,Noise Nuisance,LS26 0,2-611730615,LASBT Private
18-Jun-13,Noise Nuisance,LS20 9,2-611737563,Tenancy Breach
18-Jun-13,Noise Nuisance,LS8 1,2-611719109,LASBT ALMO
18-Jun-13,Noise Nuisance,LS15 4,2-611775186,LASBT Private
18-Jun-13,Noise Nuisance,LS27 7,2-611780679,Tenancy Breach
18-Jun-13,Noise Nuisance,LS12 5,2-611793777,Tenancy Breach
18-Jun-13,Noise Nuisance,LS11 5,2-611812849,LASBT ALMO
18-Jun-13,Noise Nuisance,LS6 1,2-611820825,LASBT Private
18-Jun-13,Noise Nuisance,LS11 5,2-611838627,Tenancy Breach
18-Jun-13,Noise Nuisance,LS7 1,2-611841910,LASBT ALMO
18-Jun-13,Noise Nuisance,LS12 5,2-611849393,LASBT Private
18-Jun-13,Noise Nuisance,LS17 5,2-611891626,Tenancy Breach
18-Jun-13,Noise Nuisance,LS19 7,2-611919572,Tenancy Breach
18-Jun-13,Noise Nuisance,LS10 4,2-611908781,LASBT ALMO
18-Jun-13,Noise Nuisance,LS2 9,2-611932362,LASBT Private
19-Jun-13,Noise Nuisance,LS16 6,2-611938689,LASBT ALMO
19-Jun-13,Noise Nuisance,LS27 9,2-611953920,LASBT Private
19-Jun-13,Noise Nuisance,LS14 5,2-611939011,LASBT ALMO
19-Jun-13,Noise Nuisance,LS12 1,2-611939143,LASBT ALMO
19-Jun-13,Noise Nuisance,LS27 7,2-611987532,Tenancy Breach
19-Jun-13,Noise Nuisance,WF3 1,2-611987683,LASBT Private
19-Jun-13,Noise Nuisance,LS12 5,2-612053494,LASBT Private
19-Jun-13,Noise Nuisance,LS8 2,2-612106582,LASBT Private
19-Jun-13,Noise Nuisance,LS8 3,2-612091017,LASBT Private
19-Jun-13,Noise Nuisance,LS6 1,2-612095963,LASBT Private
19-Jun-13,Noise Nuisance,LS28 6,2-612135297,LASBT Private
19-Jun-13,Noise Nuisance,LS27 9,2-612113158,LASBT ALMO
19-Jun-13,Noise Nuisance,LS10 2,2-612132529,Tenancy Breach
19-Jun-13,Noise Nuisance,LS27 7,2-612134794,Tenancy Breach
19-Jun-13,Noise Nuisance,LS17 5,2-612156621,LASBT Private
19-Jun-13,Noise Nuisance,LS12 2,2-612168878,LASBT ALMO
19-Jun-13,Noise Nuisance,LS26 8,2-612194701,LASBT Private
19-Jun-13,Noise Nuisance,LS8 5,2-612234445,LASBT Private
19-Jun-13,Noise Nuisance,LS9 0,2-611949660,LASBT ALMO
19-Jun-13,Noise Nuisance,LS15 4,2-612232160,LASBT Private
20-Jun-13,Noise Nuisance,LS9 0,2-612277969,LASBT Private
20-Jun-13,Noise Nuisance,LS5 3,2-612283795,Tenancy Breach
20-Jun-13,Noise Nuisance,LS7 3,2-612323017,Tenancy Breach
20-Jun-13,Noise Nuisance,LS28 9,2-612333696,LASBT Private
20-Jun-13,Noise Nuisance,LS12 2,2-612386825,LASBT ALMO
20-Jun-13,Noise Nuisance,LS9 9,2-612429373,LASBT Private
20-Jun-13,Noise Nuisance,LS14 6,2-612431343,LASBT Private
20-Jun-13,Noise Nuisance,LS2 7,2-612447594,LASBT Private
20-Jun-13,Noise Nuisance,LS6 1,2-612477693,LASBT Private
20-Jun-13,Noise Nuisance,LS10 3,2-612487658,Tenancy Breach
21-Jun-13,Noise Nuisance,WF3 2,2-612596778,LASBT ALMO
21-Jun-13,Noise Nuisance,LS28 5,2-612597180,LASBT Private
21-Jun-13,Noise Nuisance,LS6 4,2-612629186,LASBT Private
21-Jun-13,Noise Nuisance,LS27 7,2-612689293,LASBT ALMO
21-Jun-13,Noise Nuisance,LS9 6,2-612782361,LASBT ALMO
21-Jun-13,Noise Nuisance,LS8 4,2-612760158,LASBT Private
21-Jun-13,Noise Nuisance,LS1 4,2-612796592,LASBT Private
21-Jun-13,Noise Nuisance,LS16 7,2-612834603,LASBT Private
21-Jun-13,Noise Nuisance,LS13 2,2-612813418,LASBT Private
21-Jun-13,Noise Nuisance,LS28 9,2-612845244,Tenancy Breach
21-Jun-13,Noise Nuisance,LS14 1,2-612883505,LASBT ALMO
21-Jun-13,Noise Nuisance,LS16 7,2-612883767,LASBT ALMO
24-Jun-13,Noise Nuisance,LS12 1,2-612936716,LASBT ALMO
24-Jun-13,Noise Nuisance,LS12 2,2-612936783,LASBT ALMO
24-Jun-13,Noise Nuisance,LS11 7,2-612979386,LASBT Private
24-Jun-13,Noise Nuisance,LS7 4,2-612996775,Tenancy Breach
24-Jun-13,Noise Nuisance,LS12 5,2-613001165,Tenancy Breach
24-Jun-13,Noise Nuisance,NFA,2-613015981,LASBT ALMO
24-Jun-13,Noise Nuisance,LS7 1,2-613046737,LASBT ALMO
24-Jun-13,Noise Nuisance,LS9 7,2-613060265,LASBT ALMO
24-Jun-13,Noise Nuisance,LS16 7,2-613101981,LASBT Private
24-Jun-13,Noise Nuisance,LS7 1,2-613108905,LASBT ALMO
24-Jun-13,Noise Nuisance,LS16 5,2-613102470,LASBT ALMO
24-Jun-13,Noise Nuisance,LS11 0,2-613116169,LASBT ALMO
24-Jun-13,Noise Nuisance,LS16 5,2-613154223,Tenancy Breach
24-Jun-13,Noise Nuisance,LS14 6,2-613257766,Tenancy Breach
24-Jun-13,Noise Nuisance,LS7 3,2-613268143,LASBT Private
24-Jun-13,Noise Nuisance,LS7 4,2-613292768,LASBT Private
24-Jun-13,Noise Nuisance,LS25 4,2-613292931,LASBT ALMO
25-Jun-13,Noise Nuisance,LS26 0,2-613328713,LASBT Private
25-Jun-13,Noise Nuisance,LS10 4,2-613329488,Tenancy Breach
25-Jun-13,Noise Nuisance,LS16 5,2-613359848,LASBT Private
25-Jun-13,Noise Nuisance,LS11 0,2-613362361,LASBT ALMO
25-Jun-13,Noise Nuisance,LS12 3,2-613343435,LASBT ALMO
25-Jun-13,Noise Nuisance,LS5 3,2-613392717,LASBT ALMO
25-Jun-13,Noise Nuisance,LS17 5,2-613416187,Tenancy Breach
25-Jun-13,Noise Nuisance,LS27 7,2-613416421,Tenancy Breach
25-Jun-13,Noise Nuisance,LS14 2,2-613455656,LASBT Private
25-Jun-13,Noise Nuisance,WF3 1,2-613455493,LASBT Private
25-Jun-13,Noise Nuisance,LS3 1,2-613541159,LASBT Private
25-Jun-13,Noise Nuisance,LS5 3,2-613570134,LASBT ALMO
25-Jun-13,Noise Nuisance,LS8 5,2-613561448,LASBT ALMO
25-Jun-13,Noise Nuisance,LS27 7,2-613609757,Tenancy Breach
25-Jun-13,Noise Nuisance,LS16 7,2-613593530,Tenancy Breach
26-Jun-13,Noise Nuisance,LS5 3,2-613679195,Tenancy Breach
26-Jun-13,Noise Nuisance,LS10 3,2-613675237,LASBT ALMO
26-Jun-13,Noise Nuisance,LS7 3,2-613721214,LASBT ALMO
26-Jun-13,Noise Nuisance,LS7 1,2-613736972,LASBT ALMO
26-Jun-13,Noise Nuisance,LS5 3,2-613686666,Tenancy Breach
26-Jun-13,Noise Nuisance,LS8 1,2-613731409,LASBT ALMO
26-Jun-13,Noise Nuisance,LS12 3,2-613726748,LASBT ALMO
26-Jun-13,Noise Nuisance,WF10 2,2-613771265,Tenancy Breach
26-Jun-13,Noise Nuisance,LS10 3,2-613787262,LASBT ALMO
26-Jun-13,Noise Nuisance,LS10 3,2-613815253,LASBT Private
26-Jun-13,Noise Nuisance,LS5 3,2-613835979,LASBT ALMO
26-Jun-13,Noise Nuisance,LS13 1,2-613836242,LASBT ALMO
26-Jun-13,Noise Nuisance,LS11 7,2-613810721,LASBT Private
26-Jun-13,Noise Nuisance,LS10 4,2-613866464,Tenancy Breach
26-Jun-13,Noise Nuisance,LS18 4,2-613866537,Tenancy Breach
26-Jun-13,Noise Nuisance,LS9 8,2-613878825,LASBT ALMO
26-Jun-13,Noise Nuisance,LS6 2,2-613903506,LASBT Private
26-Jun-13,Noise Nuisance,LS16 5,2-613913781,LASBT ALMO
26-Jun-13,Noise Nuisance,LS7 1,2-613915580,LASBT ALMO
26-Jun-13,Noise Nuisance,WF3 3,2-613932416,Tenancy Breach
27-Jun-13,Noise Nuisance,LS25 4,2-613979584,LASBT ALMO
27-Jun-13,Noise Nuisance,LS19 7,2-613996353,LASBT ALMO
27-Jun-13,Noise Nuisance,LS13 2,2-613909529,Tenancy Breach
