Created,Occurrence,PoStcode,Sr_Num,Enq_Type
16-Apr-13,Noise Nuisance,LS8 2,2-595190299,LASBT ALMO
16-Apr-13,Noise Nuisance,LS9 6,2-595367748,LASBT ALMO
16-Apr-13,Noise Nuisance,LS13 3,2-595346667,LASBT Private
16-Apr-13,Noise Nuisance,LS11 8,2-595369940,LASBT Private
16-Apr-13,Noise Nuisance,LS8 1,2-595382184,LASBT Private
17-Apr-13,Noise Nuisance,LS11 6,2-595452606,LASBT Private
17-Apr-13,Noise Nuisance,LS6 1,2-595452698,LASBT Private
17-Apr-13,Noise Nuisance,LS11 9,2-595506971,LASBT ALMO
17-Apr-13,Noise Nuisance,LS14 6,2-595507173,LASBT ALMO
17-Apr-13,Noise Nuisance,LS11 7,2-595518175,LASBT Private
17-Apr-13,Noise Nuisance,LS1 4,2-595576292,LASBT Private
17-Apr-13,Noise Nuisance,LS11 9,2-595593555,LASBT ALMO
17-Apr-13,Noise Nuisance,LS9 7,2-595621325,LASBT ALMO
17-Apr-13,Noise Nuisance,LS4 2,2-595593767,LASBT Private
17-Apr-13,Noise Nuisance,LS20 9,2-595766107,LASBT ALMO
18-Apr-13,Noise Nuisance,LS13 2,2-595904080,Tenancy Breach
18-Apr-13,Noise Nuisance,WF10 2,2-595930148,LASBT ALMO
18-Apr-13,Noise Nuisance,LS3 1,2-596007902,LASBT Private
18-Apr-13,Noise Nuisance,LS10 3,2-596077198,Tenancy Breach
18-Apr-13,Noise Nuisance,LS19 7,2-596164213,Tenancy Breach
18-Apr-13,Noise Nuisance,LS9 7,2-596192100,LASBT ALMO
19-Apr-13,Noise Nuisance,LS6 1,2-596188839,LASBT ALMO
19-Apr-13,Noise Nuisance,LS11 0,2-596228415,Tenancy Breach
19-Apr-13,Noise Nuisance,LS28 7,2-596237015,LASBT Private
19-Apr-13,Noise Nuisance,LS14 1,2-596292933,Tenancy Breach
19-Apr-13,Noise Nuisance,LS9 7,2-596317932,Tenancy Breach
19-Apr-13,Noise Nuisance,LS8 3,2-596298989,LASBT ALMO
19-Apr-13,Noise Nuisance,LS11 8,2-596334671,LASBT ALMO
19-Apr-13,Noise Nuisance,LS11 7,2-596404488,LASBT Private
19-Apr-13,Noise Nuisance,WF3 1,2-596400819,LASBT Private
19-Apr-13,Noise Nuisance,LS17 6,2-596466957,LASBT Private
19-Apr-13,Noise Nuisance,LS7 2,2-596538231,LASBT Private
19-Apr-13,Noise Nuisance,LS9 7,2-596532602,LASBT ALMO
22-Apr-13,Noise Nuisance,LS13 2,2-596597705,Tenancy Breach
22-Apr-13,Noise Nuisance,LS11 0,2-596541639,Tenancy Breach
22-Apr-13,Noise Nuisance,LS6 1,2-596645998,LASBT Private
22-Apr-13,Noise Nuisance,LS16 7,2-596651124,Tenancy Breach
22-Apr-13,Noise Nuisance,LS12 5,2-596673564,LASBT Private
22-Apr-13,Noise Nuisance,LS16 6,2-596677824,Tenancy Breach
22-Apr-13,Noise Nuisance,LS4 2,2-596674043,LASBT ALMO
22-Apr-13,Noise Nuisance,LS6 1,2-596700465,LASBT Private
22-Apr-13,Noise Nuisance,LS8 3,2-596696167,LASBT ALMO
22-Apr-13,Noise Nuisance,LS13 1,2-596700629,LASBT ALMO
22-Apr-13,Noise Nuisance,LS13 4,2-596701038,LASBT ALMO
22-Apr-13,Noise Nuisance,LS20 9,2-596723799,Tenancy Breach
22-Apr-13,Noise Nuisance,LS9 9,2-596732590,LASBT Private
22-Apr-13,Noise Nuisance,LS14 6,2-596727144,Tenancy Breach
22-Apr-13,Noise Nuisance,LS9 7,2-596819185,LASBT ALMO
23-Apr-13,Noise Nuisance,LS4 2,2-596955457,LASBT Private
23-Apr-13,Noise Nuisance,LS14 5,2-596981515,LASBT Private
23-Apr-13,Noise Nuisance,LS12 5,2-597025659,LASBT Private
23-Apr-13,Noise Nuisance,LS11 5,2-597072688,LASBT ALMO
23-Apr-13,Noise Nuisance,LS12 3,2-597176973,LASBT ALMO
23-Apr-13,Noise Nuisance,LS7 3,2-597186983,LASBT Private
23-Apr-13,Noise Nuisance,LS11 7,2-597210588,LASBT Private
23-Apr-13,Noise Nuisance,LS12 3,2-597246524,Tenancy Breach
23-Apr-13,Noise Nuisance,LS14 1,2-597264582,LASBT ALMO
24-Apr-13,Noise Nuisance,LS12 1,2-597296319,LASBT Private
24-Apr-13,Noise Nuisance,LS13 2,2-597292720,LASBT ALMO
24-Apr-13,Noise Nuisance,LS19 7,2-597360523,LASBT ALMO
24-Apr-13,Noise Nuisance,LS4 2,2-597282979,LASBT Private
24-Apr-13,Noise Nuisance,LS17 6,2-597359757,LASBT ALMO
24-Apr-13,Noise Nuisance,LS19 6,2-597368520,Tenancy Breach
24-Apr-13,Noise Nuisance,LS19 7,2-597379929,LASBT ALMO
24-Apr-13,Noise Nuisance,LS28 6,2-597403266,LASBT Private
24-Apr-13,Noise Nuisance,LS1 2,2-597404423,LASBT Private
24-Apr-13,Noise Nuisance,LS13 4,2-597378512,LASBT Private
24-Apr-13,Noise Nuisance,LS14 1,2-597452056,LASBT ALMO
24-Apr-13,Noise Nuisance,LS11 6,2-597452159,LASBT Private
24-Apr-13,Noise Nuisance,LS8 3,2-597565591,Tenancy Breach
25-Apr-13,Noise Nuisance,LS11 7,2-597718608,LASBT Private
25-Apr-13,Noise Nuisance,LS10 4,2-597825768,LASBT Private
25-Apr-13,Noise Nuisance,LS7 1,2-597894937,LASBT ALMO
25-Apr-13,Noise Nuisance,LS23 6,2-597919164,Tenancy Breach
25-Apr-13,Noise Nuisance,LS9 6,2-597926126,LASBT Private
25-Apr-13,Noise Nuisance,LS15 0,2-597943086,LASBT ALMO
25-Apr-13,Noise Nuisance,LS5 3,2-597942567,LASBT Private
25-Apr-13,Noise Nuisance,LS28 7,2-598009016,LASBT Private
25-Apr-13,Noise Nuisance,LS18 5,2-598037278,LASBT ALMO
26-Apr-13,Noise Nuisance,LS29 6,2-598551859,LASBT Private
26-Apr-13,Noise Nuisance,LS21 2,2-598564580,LASBT Private
26-Apr-13,Noise Nuisance,LS13 4,2-598588403,Tenancy Breach
26-Apr-13,Noise Nuisance,LS22 6,2-598556808,LASBT ALMO
26-Apr-13,Noise Nuisance,LS16 7,2-598783290,Tenancy Breach
26-Apr-13,Noise Nuisance,LS14 6,2-598903675,LASBT ALMO
26-Apr-13,Noise Nuisance,LS7 1,2-598896398,LASBT ALMO
26-Apr-13,Noise Nuisance,LS12 2,2-598893707,Tenancy Breach
26-Apr-13,Noise Nuisance,LS15 8,2-599014523,LASBT ALMO
29-Apr-13,Noise Nuisance,LS13 2,2-599370812,LASBT Private
29-Apr-13,Noise Nuisance,LS6 1,2-599374051,Tenancy Breach
29-Apr-13,Noise Nuisance,LS12 2,2-599396861,LASBT Private
29-Apr-13,Noise Nuisance,LS15 8,2-599374239,LASBT Private
29-Apr-13,Noise Nuisance,LS13 1,2-599439357,Tenancy Breach
29-Apr-13,Noise Nuisance,LS6 4,2-599462163,LASBT ALMO
29-Apr-13,Noise Nuisance,LS6 4,2-599462368,LASBT ALMO
29-Apr-13,Noise Nuisance,LS13 2,2-599468639,Tenancy Breach
29-Apr-13,Noise Nuisance,LS12 1,2-599494039,Tenancy Breach
29-Apr-13,Noise Nuisance,LS16 6,2-599502271,LASBT Private
29-Apr-13,Noise Nuisance,LS17 5,2-599522886,LASBT Private
29-Apr-13,Noise Nuisance,WF10 2,2-599594990,LASBT ALMO
29-Apr-13,Noise Nuisance,LS11 0,2-599597673,LASBT Private
29-Apr-13,Noise Nuisance,LS6 1,2-599600508,LASBT Private
29-Apr-13,Noise Nuisance,LS16 6,2-599619132,LASBT Private
29-Apr-13,Noise Nuisance,LS10 3,2-599638660,LASBT Private
29-Apr-13,Noise Nuisance,LS12 2,2-599660317,LASBT Private
29-Apr-13,Noise Nuisance,LS21 1,2-599695270,LASBT Private
29-Apr-13,Noise Nuisance,LS9 0,2-599712035,Tenancy Breach
30-Apr-13,Noise Nuisance,LS16 5,2-599704668,Tenancy Breach
30-Apr-13,Noise Nuisance,LS27 7,2-599767195,LASBT ALMO
30-Apr-13,Noise Nuisance,LS12 2,2-599736459,LASBT ALMO
30-Apr-13,Noise Nuisance,LS14 6,2-599778450,LASBT ALMO
30-Apr-13,Noise Nuisance,LS3 1,2-599774657,LASBT Private
30-Apr-13,Noise Nuisance,WF3 2,2-599791303,LASBT ALMO
30-Apr-13,Noise Nuisance,LS14 1,2-599767800,Tenancy Breach
30-Apr-13,Noise Nuisance,LS10 2,2-599794412,LASBT ALMO
30-Apr-13,Noise Nuisance, WF4 3,2-599794770,LASBT ALMO
30-Apr-13,Noise Nuisance,LS9 6,2-599919044,LASBT Private
30-Apr-13,Noise Nuisance,LS13 2,2-599949385,LASBT ALMO
30-Apr-13,Noise Nuisance,LS9 6,2-599995663,LASBT Private
30-Apr-13,Noise Nuisance,LS9 7,2-600085172,LASBT ALMO
30-Apr-13,Noise Nuisance,LS9 7,2-600071566,LASBT ALMO
01-May-13,Noise Nuisance,LS7 2,2-600190478,LASBT ALMO
01-May-13,Noise Nuisance,LS13 3,2-600196413,LASBT ALMO
01-May-13,Noise Nuisance,LS16 6,2-600176737,Tenancy Breach
01-May-13,Noise Nuisance,LS6 1,2-600197041,LASBT Private
01-May-13,Noise Nuisance,LS27 9,2-600176339,LASBT Private
01-May-13,Noise Nuisance,LS14 5,2-600267408,Tenancy Breach
01-May-13,Noise Nuisance,LS20 9,2-600290395,LASBT ALMO
01-May-13,Noise Nuisance,LS11 8,2-600312088,LASBT ALMO
01-May-13,Noise Nuisance,LS28 5,2-600321729,LASBT Private
01-May-13,Noise Nuisance,LS9 7,2-600316348,Tenancy Breach
01-May-13,Noise Nuisance,LS13 1,2-600339952,LASBT Private
01-May-13,Noise Nuisance,LS9 7,2-600316952,LASBT Private
01-May-13,Noise Nuisance,LS10 1,2-600370823,LASBT Private
01-May-13,Noise Nuisance,LS17 5,2-600432985,Tenancy Breach
02-May-13,Noise Nuisance,LS11 6,2-600506583,LASBT Private
02-May-13,Noise Nuisance,LS6 2,2-600521138,LASBT Private
02-May-13,Noise Nuisance,LS26 0,2-600525409,Tenancy Breach
02-May-13,Noise Nuisance,LS10 4,2-600527179,LASBT ALMO
02-May-13,Noise Nuisance,LS12 5,2-600527911,LASBT ALMO
02-May-13,Noise Nuisance,LS16 5,2-600545394,Tenancy Breach
02-May-13,Noise Nuisance,LS28 7,2-600543850,Tenancy Breach
02-May-13,Noise Nuisance,LS6 3,2-600578248,LASBT Private
02-May-13,Noise Nuisance,LS14 2,2-600628962,LASBT Private
02-May-13,Noise Nuisance,LS13 2,2-600659533,LASBT Private
02-May-13,Noise Nuisance,LS14 6,2-600705559,Tenancy Breach
02-May-13,Noise Nuisance,LS27 0,2-600699647,LASBT Private
02-May-13,Noise Nuisance,LS22 7,2-600684863,Tenancy Breach
02-May-13,Noise Nuisance,LS16 7,2-600739165,LASBT ALMO
02-May-13,Noise Nuisance,LS10 4,2-600781133,LASBT ALMO
02-May-13,Noise Nuisance,LS10 3,2-600787451,LASBT Private
03-May-13,Noise Nuisance,LS9 7,2-600816579,LASBT ALMO
03-May-13,Noise Nuisance,LS13 4,2-600845795,Tenancy Breach
03-May-13,Noise Nuisance,LS7 1,2-600883814,LASBT ALMO
03-May-13,Noise Nuisance,LS27 8,2-600944697,Tenancy Breach
03-May-13,Noise Nuisance,LS17 6,2-600982528,LASBT Private
03-May-13,Noise Nuisance,LS6 4,2-601008781,Tenancy Breach
03-May-13,Noise Nuisance,LS6 1,2-601030303,LASBT Private
03-May-13,Noise Nuisance,LS20 9,2-601078201,LASBT ALMO
03-May-13,Noise Nuisance,LS27 7,2-601064598,LASBT ALMO
03-May-13,Noise Nuisance,LS11 6,2-601092076,LASBT Private
03-May-13,Noise Nuisance,LS8 5,2-601119943,LASBT Private
03-May-13,Noise Nuisance,LS12 5,2-601177476,Tenancy Breach
03-May-13,Noise Nuisance,LS27 9,2-601186356,LASBT Private
07-May-13,Noise Nuisance,LS6 3,2-601295451,LASBT Private
07-May-13,Noise Nuisance,LS16 7,2-601284761,LASBT ALMO
07-May-13,Noise Nuisance,LS11 6,2-601299951,LASBT ALMO
07-May-13,Noise Nuisance,LS12 2,2-601168150,LASBT ALMO
07-May-13,Noise Nuisance,LS6 1,2-601311003,LASBT ALMO
07-May-13,Noise Nuisance,LS28 6,2-601314924,LASBT Private
07-May-13,Noise Nuisance,LS9 6,2-601326365,LASBT Private
07-May-13,Noise Nuisance,LS19 7,2-601316885,LASBT Private
07-May-13,Noise Nuisance,LS10 4,2-601326588,LASBT ALMO
07-May-13,Noise Nuisance,LS9 6,2-601336722,LASBT ALMO
07-May-13,Noise Nuisance,LS11 5,2-601347915,LASBT ALMO
07-May-13,Noise Nuisance,LS12 3,2-601367325,LASBT ALMO
07-May-13,Noise Nuisance,LS6 1,2-601368340,LASBT Private
07-May-13,Noise Nuisance,LS13 2,2-601372389,Tenancy Breach
07-May-13,Noise Nuisance,LS7 1,2-601372505,Tenancy Breach
07-May-13,Noise Nuisance,LS17 5,2-601355009,LASBT Private
07-May-13,Noise Nuisance,LS6 1,2-601369254,LASBT Private
07-May-13,Noise Nuisance,LS9 6,2-601359772,LASBT Private
07-May-13,Noise Nuisance,LS7 2,2-601398534,LASBT ALMO
07-May-13,Noise Nuisance,LS9 6,2-601423356,LASBT ALMO
07-May-13,Noise Nuisance,LS12 1,2-601401003,LASBT ALMO
07-May-13,Noise Nuisance,LS6 3,2-601423548,LASBT Private
07-May-13,Noise Nuisance,LS12 6,2-601423906,LASBT Private
07-May-13,Noise Nuisance,LS16 6,2-601423124,Tenancy Breach
07-May-13,Noise Nuisance,LS28 9,2-601419212,Tenancy Breach
07-May-13,Noise Nuisance,LS18 4,2-601175929,Tenancy Breach
07-May-13,Noise Nuisance,LS7 1,2-601459731,LASBT Private
07-May-13,Noise Nuisance,LS11 9,2-601485131,LASBT Private
07-May-13,Noise Nuisance,NFA,2-601510415,LASBT ALMO
07-May-13,Noise Nuisance,LS14 6,2-601510464,LASBT ALMO
07-May-13,Noise Nuisance,LS11 8,2-601507939,LASBT Private
07-May-13,Noise Nuisance,LS11 7,2-601508243,LASBT Private
07-May-13,Noise Nuisance,LS14 6,2-601510781,LASBT ALMO
07-May-13,Noise Nuisance,LS12 3,2-601518244,Tenancy Breach
07-May-13,Noise Nuisance,LS16 6,2-601532499,LASBT ALMO
07-May-13,Noise Nuisance,LS14 6,2-601557482,LASBT Private
07-May-13,Noise Nuisance,LS9 7,2-601535994,Tenancy Breach
07-May-13,Noise Nuisance,LS11 8,2-601556616,LASBT Private
07-May-13,Noise Nuisance,LS7 3,2-601583066,LASBT Private
07-May-13,Noise Nuisance,LS17 9,2-601573810,LASBT Private
07-May-13,Noise Nuisance,LS6 4,2-601618655,LASBT ALMO
07-May-13,Noise Nuisance,LS9 0,2-601624341,LASBT ALMO
07-May-13,Noise Nuisance,LS12 5,2-601629318,LASBT ALMO
07-May-13,Noise Nuisance,LS6 3,2-601631120,LASBT Private
07-May-13,Noise Nuisance,LS12 2,2-601633209,LASBT Private
07-May-13,Noise Nuisance,LS9 0,2-601655142,LASBT Private
08-May-13,Noise Nuisance,LS11 9,2-601696459,LASBT ALMO
08-May-13,Noise Nuisance,LS9 0,2-601713169,LASBT ALMO
08-May-13,Noise Nuisance,LS11 6,2-601718258,Tenancy Breach
08-May-13,Noise Nuisance,LS16 5,2-601739504,LASBT ALMO
08-May-13,Noise Nuisance,LS13 2,2-601718066,LASBT ALMO
08-May-13,Noise Nuisance,LS6 3,2-601740113,LASBT Private
08-May-13,Noise Nuisance,LS27 7,2-601686557,Tenancy Breach
08-May-13,Noise Nuisance,LS10 2,2-601767590,Tenancy Breach
08-May-13,Noise Nuisance,LS7 1,2-601768915,LASBT ALMO
08-May-13,Noise Nuisance,LS14 6,2-601762186,LASBT ALMO
08-May-13,Noise Nuisance,LS14 6,2-601787265,LASBT ALMO
08-May-13,Noise Nuisance,LS21 2,2-601821866,LASBT ALMO
08-May-13,Noise Nuisance,LS22 5,2-601802728,LASBT ALMO
08-May-13,Noise Nuisance,LS12 4,2-601832316,Tenancy Breach
08-May-13,Noise Nuisance,LS28 6,2-601861219,LASBT Private
08-May-13,Noise Nuisance,LS10 4,2-601890293,LASBT ALMO
08-May-13,Noise Nuisance,WF3 1,2-602017852,LASBT ALMO
09-May-13,Noise Nuisance,LS17 6,2-602022069,Tenancy Breach
09-May-13,Noise Nuisance,LS16 6,2-602083528,LASBT ALMO
09-May-13,Noise Nuisance,WF10 2,2-602080968,LASBT Private
09-May-13,Noise Nuisance,LS6 2,2-602254748,LASBT Private
09-May-13,Noise Nuisance,LS13 4,2-602278373,LASBT ALMO
09-May-13,Noise Nuisance,LS7 2,2-602326932,Tenancy Breach
10-May-13,Noise Nuisance,LS4 2,2-602362296,LASBT Private
10-May-13,Noise Nuisance,LS14 1,2-602386928,LASBT ALMO
10-May-13,Noise Nuisance,LS11 9,2-602400818,LASBT ALMO
10-May-13,Noise Nuisance,LS5 3,2-602462836,Tenancy Breach
10-May-13,Noise Nuisance,LS12 3,2-602476255,LASBT ALMO
10-May-13,Noise Nuisance,LS10 3,2-602414840,LASBT Private
10-May-13,Noise Nuisance,LS14 1,2-602509154,Tenancy Breach
10-May-13,Noise Nuisance,LS14 1,2-602540486,LASBT ALMO
10-May-13,Noise Nuisance,LS25 7,2-602570154,LASBT Private
10-May-13,Noise Nuisance,LS16 9,2-602570173,Tenancy Breach
10-May-13,Noise Nuisance,LS26 9,2-602598732,LASBT Private
10-May-13,Noise Nuisance,LS13 1,2-602621701,Tenancy Breach
10-May-13,Noise Nuisance,LS12 2,2-602626146,Tenancy Breach
10-May-13,Noise Nuisance,BD11 1,2-602625225,Tenancy Breach
10-May-13,Noise Nuisance,LS6 3,2-602672038,Tenancy Breach
13-May-13,Noise Nuisance,LS8 3,2-602745539,LASBT Private
13-May-13,Noise Nuisance,LS14 6,2-602724004,LASBT Private
13-May-13,Noise Nuisance,LS12 2,2-602724778,LASBT Private
13-May-13,Noise Nuisance,LS7 3,2-602777583,LASBT ALMO
13-May-13,Noise Nuisance,LS14 1,2-602800854,Tenancy Breach
13-May-13,Noise Nuisance,LS9 8,2-602797579,Tenancy Breach
13-May-13,Noise Nuisance,LS11 0,2-602833047,LASBT Private
13-May-13,Noise Nuisance,LS14 6,2-602863525,LASBT Private
13-May-13,Noise Nuisance,LS7 1,2-602913290,LASBT ALMO
13-May-13,Noise Nuisance,LS14 1,2-602937574,LASBT ALMO
13-May-13,Noise Nuisance,LS17 6,2-602956044,LASBT ALMO
13-May-13,Noise Nuisance,LS17 5,2-602963532,LASBT ALMO
13-May-13,Noise Nuisance,LS8 4,2-602981674,LASBT ALMO
13-May-13,Noise Nuisance,LS7 2,2-602979038,LASBT Private
13-May-13,Noise Nuisance,LS9 6,2-603001756,LASBT Private
13-May-13,Noise Nuisance,LS18 4,2-603007226,Tenancy Breach
13-May-13,Noise Nuisance,LS27 8,2-603002512,LASBT ALMO
13-May-13,Noise Nuisance,LS11 7,2-603017736,LASBT ALMO
13-May-13,Noise Nuisance,LS11 8,2-603009364,LASBT ALMO
13-May-13,Noise Nuisance,LS11 6,2-603041550,Tenancy Breach
13-May-13,Noise Nuisance,LS4 2,2-603070888,LASBT Private
13-May-13,Noise Nuisance,WF3 1,2-603074085,LASBT Private
14-May-13,Noise Nuisance,LS11 8,2-603116780,LASBT Private
14-May-13,Noise Nuisance,LS28 6,2-603071493,LASBT Private
14-May-13,Noise Nuisance,LS6 2,2-603130701,LASBT Private
14-May-13,Noise Nuisance,LS26 8,2-603117667,LASBT Private
14-May-13,Noise Nuisance,LS8 5,2-603130779,LASBT ALMO
14-May-13,Noise Nuisance,LS11 9,2-603179560,Tenancy Breach
14-May-13,Noise Nuisance,WF3 1,2-603215209,LASBT Private
14-May-13,Noise Nuisance,LS14 1,2-603310817,LASBT ALMO
14-May-13,Noise Nuisance,LS14 1,2-603311155,LASBT ALMO
14-May-13,Noise Nuisance,LS17 5,2-603328900,LASBT ALMO
14-May-13,Noise Nuisance,LS6 1,2-603348816,LASBT ALMO
14-May-13,Noise Nuisance,LS12 2,2-603324656,LASBT Private
14-May-13,Noise Nuisance,LS17 6,2-603361880,LASBT ALMO
14-May-13,Noise Nuisance,LS17 5,2-603361920,LASBT Private
14-May-13,Noise Nuisance,LS10 3,2-603447371,LASBT ALMO
15-May-13,Noise Nuisance,LS4 2,2-603461435,LASBT Private
15-May-13,Noise Nuisance,LS15 0,2-603442920,LASBT Private
15-May-13,Noise Nuisance,LS27 9,2-603478980,LASBT ALMO
15-May-13,Noise Nuisance,LS10 4,2-603495736,LASBT ALMO
15-May-13,Noise Nuisance,LS26 8,2-603754153,LASBT ALMO
15-May-13,Noise Nuisance,LS11 5,2-603787326,Tenancy Breach
15-May-13,Noise Nuisance,LS9 6,2-603753115,LASBT ALMO
16-May-13,Noise Nuisance,LS8 5,2-603789329,LASBT ALMO
16-May-13,Noise Nuisance,LS16 7,2-603815838,LASBT ALMO
16-May-13,Noise Nuisance,LS11 8,2-603896370,LASBT ALMO
16-May-13,Noise Nuisance,LS4 2,2-603978307,LASBT ALMO
16-May-13,Noise Nuisance,LS28 9,2-604038182,LASBT ALMO
16-May-13,Noise Nuisance,LS10 4,2-604096503,Tenancy Breach
16-May-13,Noise Nuisance,LS26 0,2-604109262,LASBT ALMO
17-May-13,Noise Nuisance,LS10 4,2-604109149,LASBT ALMO
17-May-13,Noise Nuisance,LS17 9,2-604153341,LASBT Private
17-May-13,Noise Nuisance,LS12 3,2-604108829,LASBT ALMO
17-May-13,Noise Nuisance,LS4 2,2-604180964,LASBT ALMO
17-May-13,Noise Nuisance,LS16 5,2-604194163,LASBT ALMO
17-May-13,Noise Nuisance,LS25 2,2-604302900,LASBT Private
17-May-13,Noise Nuisance,LS14 5,2-604291835,LASBT ALMO
17-May-13,Noise Nuisance,LS17 6,2-604342852,LASBT ALMO
17-May-13,Noise Nuisance,LS25 2,2-604362324,LASBT ALMO
17-May-13,Noise Nuisance,LS27 8,2-604437295,Tenancy Breach
17-May-13,Noise Nuisance,LS14 6,2-604440444,LASBT Private
20-May-13,Noise Nuisance,LS25 4,2-604514940,LASBT Private
20-May-13,Noise Nuisance,LS8 4,2-604515142,LASBT Private
20-May-13,Noise Nuisance,LS9 7,2-604515199,LASBT ALMO
20-May-13,Noise Nuisance,LS6 2,2-604515958,LASBT Private
20-May-13,Noise Nuisance,LS11 8,2-604515495,LASBT ALMO
20-May-13,Noise Nuisance,LS11 6,2-604515548,LASBT ALMO
20-May-13,Noise Nuisance,LS14 3,2-604544025,LASBT Private
20-May-13,Noise Nuisance,LS6 3,2-604638322,LASBT ALMO
20-May-13,Noise Nuisance,LS2 7,2-604628360,LASBT Private
20-May-13,Noise Nuisance,LS21 2,2-604638526,LASBT Private
20-May-13,Noise Nuisance,LS12 4,2-604682024,LASBT Private
20-May-13,Noise Nuisance,LS11 8,2-604676491,LASBT Private
20-May-13,Noise Nuisance,LS14 6,2-604699656,LASBT ALMO
20-May-13,Noise Nuisance,LS12 5,2-604709989,LASBT ALMO
20-May-13,Noise Nuisance,LS5 3,2-604801137,LASBT ALMO
20-May-13,Noise Nuisance,LS6 2,2-604755708,Tenancy Breach
20-May-13,Noise Nuisance,BD4 8,2-604798319,LASBT Private
20-May-13,Noise Nuisance,LS15 7,2-604792829,LASBT Private
20-May-13,Noise Nuisance,LS27 8,2-604829110,Tenancy Breach
20-May-13,Noise Nuisance,LS14 6,2-604828422,LASBT ALMO
20-May-13,Noise Nuisance,LS7 1,2-604841882,LASBT ALMO
20-May-13,Noise Nuisance,LS12 4,2-604846874,LASBT Private
20-May-13,Noise Nuisance,LS13 2,2-604875392,LASBT Private
21-May-13,Noise Nuisance,LS10 4,2-604903549,Tenancy Breach
21-May-13,Noise Nuisance,BD3 7,2-604919735,LASBT Private
21-May-13,Noise Nuisance,LS10 3,2-604932467,LASBT Private
21-May-13,Noise Nuisance,LS7 1,2-604917979,Tenancy Breach
21-May-13,Noise Nuisance,LS23 6,2-605021994,LASBT ALMO
21-May-13,Noise Nuisance,LS16 8,2-605018740,LASBT Private
21-May-13,Noise Nuisance,LS6 4,2-605069054,LASBT Private
21-May-13,Noise Nuisance,LS12 1,2-605069285,LASBT Private
21-May-13,Noise Nuisance,LS13 4,2-605028646,Tenancy Breach
21-May-13,Noise Nuisance,LS27 9,2-605066800,LASBT Private
21-May-13,Noise Nuisance,LS20 9,2-605069492,Tenancy Breach
21-May-13,Noise Nuisance,LS9 7,2-605076791,LASBT ALMO
21-May-13,Noise Nuisance,LS9 7,2-605076867,LASBT ALMO
21-May-13,Noise Nuisance,LS26 0,2-605128941,LASBT Private
21-May-13,Noise Nuisance,LS27 8,2-605167633,LASBT Private
21-May-13,Noise Nuisance,LS6 1,2-605199709,Tenancy Breach
22-May-13,Noise Nuisance,LS13 2,2-605269728,LASBT ALMO
22-May-13,Noise Nuisance,LS13 2,2-605280146,LASBT ALMO
22-May-13,Noise Nuisance,LS14 1,2-605285023,LASBT ALMO
22-May-13,Noise Nuisance,LS9 0,2-605266229,LASBT Private
22-May-13,Noise Nuisance,LS11 0,2-605294268,LASBT ALMO
22-May-13,Noise Nuisance,LS6 4,2-605322609,LASBT Private
22-May-13,Noise Nuisance,WF3 3,2-605303803,LASBT Private
22-May-13,Noise Nuisance,LS21 2,2-605360122,Tenancy Breach
22-May-13,Noise Nuisance,LS7 3,2-605365798,LASBT ALMO
22-May-13,Noise Nuisance,LS7 1,2-605388554,LASBT ALMO
22-May-13,Noise Nuisance,LS8 3,2-605430216,LASBT Private
22-May-13,Noise Nuisance,WF3 1,2-605554992,LASBT ALMO
22-May-13,Noise Nuisance,LS10 1,2-605563087,LASBT Private
23-May-13,Noise Nuisance,LS27 8,2-605570448,LASBT Private
23-May-13,Noise Nuisance,LS12 5,2-605567350,LASBT ALMO
23-May-13,Noise Nuisance,LS27 8,2-605670007,Tenancy Breach
23-May-13,Noise Nuisance,LS9 9,2-605645749,LASBT Private
23-May-13,Noise Nuisance,LS16 5,2-605724142,Tenancy Breach
23-May-13,Noise Nuisance,LS21 2,2-605736285,LASBT Private
23-May-13,Noise Nuisance,LS14 1,2-605795659,Tenancy Breach
23-May-13,Noise Nuisance,LS8 3,2-605853869,Tenancy Breach
23-May-13,Noise Nuisance,LS16 5,2-605885398,Tenancy Breach
24-May-13,Noise Nuisance,LS9 7,2-605966024,LASBT ALMO
24-May-13,Noise Nuisance,LS7 1,2-605971107,LASBT ALMO
24-May-13,Noise Nuisance,LS14 1,2-606013594,LASBT ALMO
24-May-13,Noise Nuisance,LS9 7,2-606002471,LASBT ALMO
24-May-13,Noise Nuisance,LS7 1,2-605993356,Tenancy Breach
24-May-13,Noise Nuisance,LS16 7,2-606068287,LASBT Private
24-May-13,Noise Nuisance,LS12 3,2-606068418,LASBT Private
24-May-13,Noise Nuisance,LS6 3,2-606092837,LASBT Private
28-May-13,Noise Nuisance,LS15 7,2-606346073,LASBT Private
28-May-13,Noise Nuisance,LS12 5,2-606362539,LASBT ALMO
28-May-13,Noise Nuisance,LS7 1,2-606401993,LASBT ALMO
28-May-13,Noise Nuisance,LS28 8,2-606395291,LASBT ALMO
28-May-13,Noise Nuisance,LS16 6,2-606402018,LASBT ALMO
28-May-13,Noise Nuisance, WF4 3,2-606411644,LASBT ALMO
28-May-13,Noise Nuisance,LS15 7,2-606441009,LASBT Private
28-May-13,Noise Nuisance,LS13 1,2-606446276,LASBT ALMO
28-May-13,Noise Nuisance,LS14 6,2-606443302,LASBT Private
28-May-13,Noise Nuisance,LS13 3,2-606442469,LASBT ALMO
